Ｊ	ジェー	HLL
ＪＡＳ	ジャス	HLL
ＪＡＳＤＡＱ	ジャスダック	LHHLLL
ＪＡＳマーク	ジャスマーク	LHHLLL
ＪＩＳ	ジス	HLL
ＪＲ	ジェーアール	LHHLLL
Ｊカーブ効果	ジェーカーブこうか	LHHHHHLLL
Ｋ	ケー	HLL
Ｋ	ケイ	HLL
ＫＧＢ	ケージービー	LHHHHLL
Ｌ	エル	HLL
ＬＡＮ	ラン	HLL
ＬＥＤ	エルイーディー	LHHHHLL
ＬＬ	エルエル	LHHHH
ＬＮＧ	エルエヌジー	LHHHHLL
ＬＳＤ	エルエスディー	LHHHHLL
Ｍ	エム	HLL
ＭＤ	エムディー	LHHLL
ＭＩＤＩ	ミディ	HLL
ＭＩＭＥ	マイム	HLLL
ＭＩＳ	エムアイエス	LHHHHLL
ＭＭＲワクチン	エムエムアールワクチン	LHHHHHHHLLLL
ＭＮ式血液型	エムエヌしきけつえきがた	LHHHHHHHHHHHH
ＭＲＩ	エムアールアイ	LHHHHHLL
ＭＲＳＡ	エムアールエスエー	LHHHHHHHLL
ＭｉＧ	ミグ	HLL
Ｎ	エヌ	HLL
ＮＡＤ	エヌエーディー	LHHHHLL
ＮＡＳＡ	ナサ	HLL
ＮＡＳＤＡＱ	ナスダック	LHHLLL
ＮＡＴＯ	ナトー	HLLL
ＮＥＥＴ	ニート	HLLL
ＮＧ	エヌジー	LHHLL
ＮＭＲ	エヌエムアール	LHHHHLLL
ＮＰＯ	エヌピーオー	LHHHHLL
ＮａＫ	ナク	HLL
ＮａＮ	ナン	HLL
Ｏ	オー	HLL
ＯＡ	オーエー	LHHLL
ＯＢ	オービー	LHHLL
ＯＥＭ	オーイーエム	LHHHHLL
ＯＧ	オージー	LHHHH
ＯＫ	オーケー	HLLLL
ＯＬ	オーエル	LHHHH
ＯＬＥ	オーレ	HLLL
ＯＰＰ	オーピーピー	LHHHHLL
ＯＲ回路	オアかいろ	LHHLLL
ＯＳ	オーエス	LHHLL
Ｏ脚	オーきゃく	LHHHH
Ｐ	ピー	HLL
ＰＢＸ	ピービーエックス	LHHHHLLLL
ＰＣ	ピーシー	LHHLL
ＰＣＭ	ピーシーエム	LHHHHLL
ＰＥＴ	ペット	HLLL
ＰＥＴボトル	ペットボトル	LHHHLLL
ＰＨＳ	ピーエイチエス	LHHHHHLL
ＰＨＳ	ピーエッチエス	LHHHHHLL
ＰＫＦ	ピーケーエフ	LHHHHLL
ＰＫＯ	ピーケーオー	LHHHHLL
ＰＭ	ピーエム	LHHHH
ＰＯＳ	ピーオーエス	LHHHHLL
ＰＯＳ	ポス	HLL
ＰＯＳ端末	ポスたんまつ	LHHLLLL
ＰＲ	ピーアール	LHHLLL
ＰＲＩＳＭ	プリズム	LHHHH
ＰＴＡ	ピーティーエー	LHHHHLL
Ｐタイル	ピータイル	LHHLLL
Ｐ波	ピーは	HLLL
Ｑ	キュー	HLL
Ｑ熱	キューねつ	HLLLL
Ｒ	アール	HLLL
Ｒ＆Ｄ	アールアンドディー	LHHHHHHLL
ＲＡＭ	ラム	HLL
ＲＡＳ	ラス	HLL
ＲＥＭ睡眠	レムすいみん	LHHLLLL
ＲＩＳＣ	リスク	HLLL
ＲＮＡ	アールエヌエー	LHHHHHLL
ＲＯＭ	ロム	HLL
ＲＶ	アールブイ	LHHHLL
Ｒｈ因子	アールエッチいんし	LHHHHHHLLL
Ｒｈ式血液型	アールエッチしきけつえきがた	LHHHHHHHHHHHHHH
Ｓ	エス	HLL
ＳＢ	エスビー	LHHLL
ＳＣＩＤ	スキッド	LHLLL
ＳＤ法	エスディーほう	LHHHHHH
ＳＦ	エスエフ	LHHHH
ＳＩ	エスアイ	LHHLL
ＳＬ	エスエル	LHHHH
ＳＬＢＭ	エスエルビーエム	LHHHHHHLL
ＳＭ	エスエム	LHHHH
ＳＮＡＰ	スナップ	LHLLL
ＳＯＳ	エスオーエス	LHHLLLL
ＳＯｘ	ソックス	HLLLL
ＳＴＯＬ	エストール	LHHLLL
ＳＴＯＬ	ストール	LHLLL
Ｓ状結腸	エスじょうけっちょう	LHHHHLLLL
Ｓ波	エスは	LHLL
Ｔ	ティー	HLL
ＴＢ	テーベー	LHHLL
ＴＣＡ回路	ティーシーエーかいろ	LHHHHHHLLL
ＴＯＥＦＬ	トーフル	HLLLL
ＴＯＰＩＸ	トピックス	HLLLLL
ＴＰＯ	ティーピーオー	LHHHHLL
ＴＶ	ティーブイ	LHHLL
Ｔシャツ	ティーシャツ	LHHHH
Ｔリンパ球	ティーリンパきゅう	LHHHHLLL
Ｔ細胞	ティーさいぼう	LHHLLLL
Ｔ字路	ティーじろ	LHHLL
Ｔ淋巴球	ティーリンパきゅう	LHHHHLLL
ＵＦＯ	ユーフォー	HLLLL
ＵＨＦ	ユーエッチエフ	LHHHHHLL
ＵＮＩＣＥＦ	ユニセフ	HLLLL
ＵＳＡ	ユーエスエー	LHHHHLL
Ｕターン	ユーターン	LHHLLL
Ｕボート	ユーボート	LHHLLL
Ｕ字溝	ユーじこう	LHHHHH
Ｖ	ブイ	HLL
ＶＨＦ	ブイエッチエフ	LHHHHHLL
ＶＳ	ブイエス	LHHLL
ＶＳＯＰ	ブイエスオーピー	LHHHHHHLL
ＶＴＲ	ブイティーアール	LHHHHLLL
Ｗ	ダブリュー	HLLLL
ＷＡＮ	ワン	HLL
ＷＹＳＩＷＹＧ	ウィジウィグ	LHHHH
Ｘ	エックス	HLLLL
Ｘ脚	エックスきゃく	LHHHLLL
Ｘ光線	エックスこうせん	LHHHHLLLL
Ｘ染色体	エックスせんしょくたい	LHHHHHHHHHH
Ｘ線	エックスせん	LHHHHHH
Ｙ	ワイ	HLL
Ｙ染色体	ワイせんしょくたい	LHHHHHHHH
Ｚ	ゼット	HLLL
ａ	エー	HLL
ｂ	ビー	HLL
ｃ	シー	HLL
ｄ	ディー	HLL
ｅ	イー	HLL
ｆ	エフ	HLL
ｇ	ジー	HLL
ｈ	エイチ	HLLL
ｈ	エッチ	HLLL
ｉ	アイ	HLL
ｊ	ジェー	HLL
ｋ	ケー	HLL
ｋ	ケイ	HLL
ｌ	エル	HLL
ｎ	エヌ	HLL
ｏ	オー	HLL
ｐ	ピー	HLL
ｐＨ	ペーハー	LHHLL
ｐｉｎｇ	ピン	HLL
ｑ	キュー	HLL
ｒ	アール	HLLL
ｒｅｍ	レム	HLL
ｔ	ティー	HLL
ｔＲＮＡ	ティーアールエヌエー	LHHHHHHHLL
ｖ	ブイ	HLL
ｗ	わら	HLL
ｗ	わらい	LHHH
ｗ	ダブリュー	HLLLL
ｘ	エックス	HLLLL
ｙ	ワイ	HLL
ｚ	ゼット	HLLL
あ	あ	HL
ああ	ああ	LHH
ああいう	ああいう	LHHHH
ああした	ああした	LHHHH
あいそ笑	あいそわらい	LHHHLLL
あいそ笑い	あいそわらい	LHHHLLL
あいの子	あいのこ	LHHHH
あいの手	あいのて	LHHLL
あいの風	あいのかぜ	HLLLLL
あい変らず	あいかわらず	LHHHHHH
あい変わらず	あいかわらず	LHHHHHH
あい昧	あいまい	LHHHH
あい路	あいろ	HLLL
あうんの呼吸	あうんのこきゅう	LHHHHHHH
あえか	あえか	HLLL
あえ物	あえもの	LHLLL
あおぎ見る	あおぎみる	LHHHLL
あおり止め	あおりどめ	LHHHHH
あおり立てる	あおりたてる	LHHHHLL
あお向け	あおむけ	LHHHH
あかね色	あかねいろ	LHHHHH
あかの他人	あかのたにん	HLLLLLL
あかまた	あかまた	LHHHH
あかんべ	あかんべ	HLLLL
あかんべい	あかんべい	HLLLLL
あかんべえ	あかんべえ	HLLLLL
あか抜ける	あかぬける	LHHHLL
あがり湯	あがりゆ	LHHHH
あがり目	あがりめ	LHHLL
あきれ顔	あきれがお	LHHHHH
あきれ返る	あきれかえる	LHHHLLL
あき場所	あきばしょ	LHHHH
あくる日	あくるひ	LHHHL
あく洗い	あくあらい	LHHLLL
あく促	あくせく	HLLLL
あく抜き	あくぬき	LHHHH
あぐら鼻	あぐらばな	LHHLLL
あけっ放し	あけっぱなし	LHHHHHH
あげ物	あげもの	LHHHH
あこう鯛	あこうだい	LHLLLL
あさだ	あさだ	LHHH
あさ湯	あさゆ	LHLL
あさ飯	あさはん	LHHHH
あさ飯	あさめし	LHHHH
あざとい	あざとい	LHHLL
あざ笑う	あざわらう	LHHHLL
あしらい	あしらい	LHHHH
あしらう	あしらう	LHHLL
あし毛	あしげ	LHHH
あぜ道	あぜみち	LHLLL
あそばせ言葉	あそばせことば	LHHHHLLL
あそび女	あそびめ	LHHHH
あたふた	あたふた	HLLLL
あたぼう	あたぼう	LHHHH
あたり前	あたりまえ	LHHHHH
あだ花	あだばな	LHHHH
あだ討ち	あだうち	LHHHH
あだ名	あだな	LHHH
あっけらかんと	あっけらかんと	LHHHHLLL
あっさり	あっさり	LHHLL
あっとゆう間に	あっとゆうまに	HLLLLLLL
あっと言う間に	あっとゆうまに	HLLLLLLL
あっぱっぱ	あっぱっぱ	LHHHHL
あっぷあっぷ	あっぷあっぷ	HLLLLLL
あっ気	あっけ	LHHH
あっ砕	あっさい	LHHHH
あっ搾	あっさく	LHHHH
あっ殺	あっさつ	LHHHH
あっ死	あっし	LHHH
あっ縮	あっしゅく	LHHHH
あっ勝	あっしょう	LHHHH
あっ旋	あっせん	LHHHH
あっ倒	あっとう	LHHHH
あつらえ向き	あつらえむき	LHHHHHH
あて外れ	あてはずれ	LHHLLL
あて字	あてじ	LHHH
あて先	あてさき	LHHHH
あて馬	あてうま	LHHHH
あて名	あてな	LHHH
あで姿	あですがた	LHHLLL
あと口	あとくち	LHHHH
あどけない	あどけない	LHHHLL
あな	あな	HLL
あない	あない	LHHH
あなじ	あなじ	LHHH
あなぜ	あなぜ	LHHH
あなた任せ	あなたまかせ	LHHHLLL
あなた方	あなたがた	LHHHHH
あなや	あなや	HLLL
あに図らんや	あにはからんや	HLLLLLLL
あねさん被り	あねさんかぶり	LHHHHLLL
あの	あの	LHH
あのう	あのう	LHHH
あのね	あのね	LHHL
あの子	あのこ	LHLL
あの手この手	あのてこのて	LHHLLLL
あの人	あのひと	LHLLL
あの世	あのよ	LHHH
あの方	あのかた	LHHLL
あの様	あのよう	LHHLL
あはは	あはは	HLLL
あばよ	あばよ	HLLL
あばら屋	あばらや	LHHLL
あばら家	あばらや	LHHLL
あばら骨	あばらぼね	LHHHHH
あば擦れ	あばずれ	LHHHH
あふれ出す	あふれだす	LHHHLL
あぶく銭	あぶくぜに	LHHHLL
あぶな絵	あぶなえ	LHHHH
あぶみ骨	あぶみこつ	LHHLLL
あぶら身	あぶらみ	LHHLL
あぶら虫	あぶらむし	LHHLLL
あぶり出し	あぶりだし	LHHHHH
あぶり出す	あぶりだす	LHHHLL
あべこべ	あべこべ	LHHHH
あほう鳥	あほうどり	LHLLLL
あまえん坊	あまえんぼう	LHHHHHH
あまに油	あまにゆ	LHHHH
あま味	あまみ	LHHH
あみ出す	あみだす	LHHLL
あめ玉	あめだま	LHHHH
あめ色	あめいろ	LHHHH
あやかし	あやかし	LHHHH
あやかり者	あやかりもの	LHHHHHH
あやす	あやす	LHLL
あやふや	あやふや	LHHHH
あや取り	あやとり	LHHLL
あや織り	あやおり	LHHHH
あら	あら	HLL
あらせいとう	あらせいとう	LHHHHHH
あらまあ	あらまあ	HLLLL
あらまし	あらまし	LHHHH
あられもない	あられもない	LHHHHLL
あらん限り	あらんかぎり	LHHHLLL
あら塩	あらじお	LHHHH
あら捜し	あらさがし	LHHLLL
あら探し	あらさがし	LHHLLL
あら熱	あらねつ	LHHHH
あら挽き	あらびき	LHHHH
あら皮	あらかわ	LHHHH
ありあり	ありあり	LHHLL
ありがた味	ありがたみ	LHHHHH
ありがた迷惑	ありがためいわく	LHHHHLLLL
ありし日	ありしひ	HLLLL
あり金	ありがね	LHHHH
あり合せ	ありあわせ	LHHHHH
あり合わせ	ありあわせ	LHHHHH
あり地獄	ありじごく	LHHLLL
あり得る	ありうる	LHHLL
あり付く	ありつく	LHHLL
あり方	ありかた	LHHLL
あるとき払い	あるときばらい	LHHHHLLL
ある限り	あるかぎり	HLLLLL
ある時	あるとき	HLLLL
ある時払い	あるときばらい	LHHHHLLL
ある人	あるひと	HLLLL
ある程度	あるていど	HLLLLL
ある日	あるひ	HLLL
あれあれ	あれあれ	HLLLL
あれから	あれから	LHHHH
あれだけ	あれだけ	LHHHH
あれっきり	あれっきり	LHHHHH
あれよあれよ	あれよあれよ	HLLLLLL
あれ性	あれしょう	LHHHH
あれ程	あれほど	LHHHH
あれ肌	あれはだ	LHHHH
あわせ鏡	あわせかがみ	LHHHLLL
あわてん坊	あわてんぼう	LHHHHHH
あわや	あわや	HLLL
あわよくば	あわよくば	LHHLLL
あわ立つ	あわだつ	LHHLL
あんぐり	あんぐり	LHHLL
あんこ	あんこ	HLLL
あんこ型	あんこがた	LHHHHH
あんちょこ	あんちょこ	LHHHH
あんな	あんな	LHHH
あんなに	あんなに	LHHHH
あんまし	あんまし	LHHHH
あんよ	あんよ	HLLL
あん肝	あんきも	LHHHH
あん馬	あんば	LHHH
あん摩	あんま	LHHH
あん摩マッサージ指圧師	あんまマッサージしあつし	LHHHHHHHHHHLL
あ然	あぜん	LHHH
あ段	あだん	HLLL
いい加減	いいかげん	LHHHHH
いい顔	いいかお	HLLLL
いい気	いいき	HLLL
いい気味	いいきみ	HLLLL
いい交わす	いいかわす	LHHHLL
いい事	いいこと	HLLLL
いい人	いいひと	HLLLL
いい線	いいせん	HLLLL
いかさま師	いかさまし	LHHHLL
いかす	いかす	LHHH
いかり肩	いかりがた	LHHLLL
いかれぽんち	いかれぽんち	LHHHLLL
いかれる	いかれる	LHHHH
いがみ合い	いがみあい	LHHHHH
いがみ合う	いがみあう	LHHHLL
いきり立つ	いきりたつ	LHHHLL
いき値	いきち	LHHH
いく重	いくえ	HLLL
いく日	いくにち	HLLLL
いく日か	いくにちか	HLLLLL
いけしゃあしゃあ	いけしゃあしゃあ	LHHHHLL
いけず	いけず	LHLL
いけぞんざい	いけぞんざい	LHHHHLL
いけ好かない	いけすかない	LHHHHHH
いごっそう	いごっそう	LHLLLL
いさぎ良い	いさぎよい	LHHHLL
いざ	いざ	HLL
いざこざ	いざこざ	LHHHH
いざなぎ景気	いざなぎけいき	LHHHHLLL
いざ知らず	いざしらず	HLLLLL
いし海豚	いしいるか	LHHLLL
いじいじ	いじいじ	HLLLL
いじくり回す	いじくりまわす	LHHLLLLL
いじける	いじける	LHHHH
いじましい	いじましい	LHHHLL
いじめっ子	いじめっこ	LHHHHH
いじらしい	いじらしい	LHHHLL
いす取りゲーム	いすとりゲーム	LHHHHLLL
いそいそ	いそいそ	HLLLL
いたし方	いたしかた	LHHHHH
いたずらっ子	いたずらっこ	LHHHLLL
いたずら者	いたずらもの	LHHHHHH
いたずら書き	いたずらがき	LHHHHHH
いたずら盛り	いたずらざかり	LHHHHLLL
いたずら坊主	いたずらぼうず	LHHHHLLL
いたせんぱら	いたせんぱら	LHHLLLL
いただき物	いただきもの	LHHHHHH
いた椎	いたじい	LHLLL
いちい樫	いちいがし	LHHLLL
いちゃいちゃ	いちゃいちゃ	HLLLL
いちゃつく	いちゃつく	LHHHH
いちゃもん	いちゃもん	LHHHH
いち押し	いちおし	LHLLL
いち推し	いちおし	LHLLL
いち早く	いちはやく	LHHLLL
いっかくじゅう座	いっかくじゅうざ	LHHHHLLL
いっそ	いっそ	LHHH
いったい全体	いったいぜんたい	LHHHHHHHH
いつの間にか	いつのまにか	LHHHHLL
いつ何どき	いつなんどき	HLLLLLL
いつ何時	いつなんどき	HLLLLLL
いつ頃	いつごろ	LHHHH
いて座	いてざ	LHHH
いで	いで	HLL
いと	いと	HLL
いとこ違い	いとこちがい	LHHHLLL
いとこ煮	いとこに	LHHHH
いとこ半	いとこはん	LHHHLL
いとし子	いとしご	LHHLL
いとど	いとど	LHHH
いとも	いとも	HLLL
いなか者	いなかもの	LHHHHH
いなか味噌	いなかみそ	LHHHLL
いの一番	いのいちばん	HLLLLLL
いばらの道	いばらのみち	LHHHHHH
いひひ	いひひ	LHHL
いびり出す	いびりだす	LHHHLL
いびる	いびる	LHLL
いぶし銀	いぶしぎん	LHHLLL
いぶり出す	いぶりだす	LHHHLL
いぼた	いぼた	LHHH
いぼ痔	いぼじ	LHLL
いま一つ	いまひとつ	LHHHLL
いみじくも	いみじくも	LHHLLL
いもち病	いもちびょう	LHHHHH
いもづる式	いもづるしき	LHHHHHH
いも虫	いもむし	LHLLL
いやが上に	いやがうえに	LHLLLLL
いやが上にも	いやがうえにも	LHHHHLLL
いやはや	いやはや	HLLLL
いや増す	いやます	LHHHH
いらっしゃい	いらっしゃい	LHHHLL
いらっしゃいませ	いらっしゃいませ	LHHHHHLL
いらっしゃる	いらっしゃる	LHHHLL
いら立たしい	いらだたしい	LHHHHLL
いら立ち	いらだち	LHHHH
いら立つ	いらだつ	LHHLL
いり卵	いりたまご	LHHLLL
いろは歌	いろはうた	LHHLLL
いろは歌留多	いろはがるた	LHHHLLL
いろは順	いろはじゅん	LHHHHH
いろは楓	いろはかえで	LHHHLLL
いわく付き	いわくつき	LHHHHH
いわし雲	いわしぐも	LHHHLL
いんげん豆	いんげんまめ	LHHLLLL
いんちき	いんちき	LHHHH
いん石	いんせき	HLLLL
い辛っぽい	いがらっぽい	LHHHHLL
い段	いだん	HLLL
い文字	いもじ	LHHH
ううん	ううん	LHHH
うお座	うおざ	LHHH
うかうか	うかうか	HLLLL
うかがい知る	うかがいしる	LHHHHLL
うかび出る	うかびでる	LHHHLL
うがい薬	うがいぐすり	LHHHLLL
うぐいす菜	うぐいすな	LHHHLL
うぐいす色	うぐいすいろ	LHHHHHH
うぐいす張り	うぐいすばり	LHHHHHH
うぐいす餅	うぐいすもち	LHHHLLL
うけ取る	うけとる	LHHHH
うさぎ座	うさぎざ	LHHHH
うさぎ小屋	うさぎごや	LHHHHH
うさぎ跳び	うさぎとび	LHHHHH
うさん臭い	うさんくさい	LHHHHLL
うさ晴らし	うさばらし	LHHLLL
うしかい座	うしかいざ	LHHHHH
うしろ手	うしろで	LHHHH
うじうじ	うじうじ	HLLLL
うじゃうじゃ	うじゃうじゃ	HLLLL
うじゃける	うじゃける	LHHLL
うじゃじゃける	うじゃじゃける	LHHHLL
うす塩	うすじお	LHHHH
うす口	うすくち	LHHHH
うす緑	うすみどり	LHHLLL
うずうず	うずうず	HLLLL
うずら豆	うずらまめ	LHHLLL
うず巻く	うずまく	LHHLL
うず高い	うずたかい	LHHHLL
うそうそ	うそうそ	HLLLL
うそ寒い	うそさむい	LHHHLL
うそ泣き	うそなき	LHHHH
うたた寝	うたたね	LHHHH
うた沢	うたざわ	LHHHH
うだうだ	うだうだ	HLLLL
うちなあすば	うちなあすば	LHHHHLL
うちの者	うちのもの	LHHHHL
うちの人	うちのひと	LHHHHL
うちの奴	うちのやつ	LHHHLL
うち解ける	うちとける	LHHHHH
うち捨てる	うちすてる	LHHHLL
うち湯	うちゆ	LHHH
うち立てる	うちたてる	LHHHLL
うち連れる	うちつれる	LHHHHH
うっかり	うっかり	LHHLL
うっそり	うっそり	LHHLL
うって変わる	うってかわる	HLLLLLL
うっとり	うっとり	LHHLL
うっ血	うっけつ	LHHHH
うっ滞	うったい	LHHHH
